"unique_id","citation_context","citation_class_label"
"D13-1115_50","Some efforts have tackled tasks such as automatic image caption generation ( Feng and Lapata , 2010a ; @@CITATION@@ ) , text illustration ( Joshi et al. , 2006 ) , or automatic location identification of Twitter users ( Eisenstein et al. , 2010 ; Wing and Baldridge , 2011 ; Roller et al. , 2012 ) .","BACKGROUND"
"W05-0709_3","These types of features result in an improvement in both the mention detection and coreference resolution performance , as shown through experiments on the @@CITATION@@ Arabic data .","USES"
"W06-1705_26","The use of the web as a corpus for teaching and research on language has been proposed a number of times ( Kilgarriff , 2001 ; @@CITATION@@ ; Rundell , 2000 ; Fletcher , 2001 , 2004b ) and received a special issue of the journal Computational Linguistics ( Kilgarriff and Grefenstette , 2003 ) .","BACKGROUND"
"E03-1005_48","But while Bod 's estimator obtains state-of-the-art results on the WSJ , comparable to Charniak ( 2000 ) and @@CITATION@@ , Bonnema et al. 's estimator performs worse and is comparable to Collins ( 1996 ) .","BACKGROUND"
"W03-0806_15","The implementation has been inspired by experience in extracting information from very large corpora ( @@CITATION@@ ) and performing experiments on maximum entropy sequence tagging ( Curran and Clark , 2003 ; Clark et al. , 2003 ) .","MOTIVATION"
"D13-1115_61","Another line of research approaches grounded language knowledge by augmenting distributional approaches of word meaning with perceptual information ( Andrews et al. , 2009 ; Steyvers , 2010 ; Feng and Lapata , 2010b ; Bruni et al. , 2011 ; Silberer and Lapata , 2012 ; Johns and Jones , 2012 ; Bruni et al. , 2012a ; Bruni et al. , 2012b ; @@CITATION@@ ) .","BACKGROUND"
"D08-1004_1","14We parse each sentence with the Collins parser ( @@CITATION@@ ) .","USES"
"W10-1710_0","Encouraged by the success of chunk-based verb reordering lattices on ArabicEnglish ( @@CITATION@@ ) , we tried to adapt the same approach to the German-English language pair .","MOTIVATION"
"P13-3018_18","We followed the same experimental procedure as discussed in ( @@CITATION@@ ) for English polymorphemic words .","USES"
"W06-1639_38","In our experiments , we employed the well-known classifier SVM `` ght to obtain individual-document classification scores , treating Y as the positive class and using plain unigrams as features .5 Following standard practice in sentiment analysis ( @@CITATION@@ ) , the input to SVM `` ght consisted of normalized presence-of-feature ( rather than frequency-of-feature ) vectors .","USES"
"J86-1002_18","The problem of handling ill-formed input has been studied by Carbonell and Hayes ( 1983 ) , Granger ( 1983 ) , Jensen et al. ( 1983 ) , @@CITATION@@ , Riesbeck and Schank ( 1976 ) , Thompson ( 1980 ) , Weischedel and Black ( 1980 ) , and Weischedel and Sondheimer ( 1983 ) .","COMPARES_CONTRASTS"
"W04-0910_4","To address this problem , we are currently working on developing a metagrammar in the sense of ( @@CITATION@@ ) .","FUTURE"
"J90-3003_6","Sentences like 12 , from @@CITATION@@ , are frequently cited .","BACKGROUND"
"D08-1034_11","After the PropBank ( @@CITATION@@ ) was built , Xue and Palmer ( 2005 ) and Xue ( 2008 ) have produced more complete and systematic research on Chinese SRL .","BACKGROUND"
"K15-1003_15","In order to estimate the parameters of our model , we develop a blocked sampler based on that of @@CITATION@@ to sample parse trees for sentences in the raw training corpus according to their posterior probabilities .","USES"
"J05-3003_40","The extraction procedure utilizes a head percolation table as introduced by @@CITATION@@ in combination with a variation of Collins 's ( 1997 ) approach to the differentiation between complement and adjunct .","BACKGROUND"
"J00-2005_0","Many other such cases are described in Danlos 's book ( @@CITATION@@ ) .","BACKGROUND"
"A00-1021_8","â¢ Before indexing the text , we process it with Textract ( Byrd and Ravin , 1998 ; @@CITATION@@ ) , which performs lemmatization , and discovers proper names and technical terms .","USES"
"J13-1008_23","Therefore , we repeated the experiments with POS tags predicted by the MADA toolkit ( @@CITATION@@ ; Habash , Rambow , and Roth 2012 ) 15 ( see Table 2 , 14 Some parsers predict POS tags internally , instead of receiving them as input , but this is not the case in this article .","USES"
"D08-1034_14","Experiments on Chinese SRL ( @@CITATION@@ , Xue 2008 ) reassured these findings .","MOTIVATION"
"W03-0806_30","An example of this is the estimation of maximum entropy models , from simple iterative estimation algorithms used by @@CITATION@@ that converge very slowly , to complex techniques from the optimisation literature that converge much more rapidly ( Malouf , 2002 ) .","BACKGROUND"
"W06-1104_1","According to @@CITATION@@ , there are three prevalent approaches for evaluating SR measures : mathematical analysis , applicationspecific evaluation and comparison with human judgments .","BACKGROUND"
"W14-1704_11","The choice of learning algorithm for each classifier is motivated by earlier findings showing that discriminative classifiers outperform other machine-learning methods on error correction tasks ( @@CITATION@@ ) .","MOTIVATION"
"W04-1610_15","A good study comparing document categorization algorithms can be found in ( @@CITATION@@ ) .","BACKGROUND"
"P02-1001_1","For HMMs ( footnote 11 ) , Ti is the familiar trellis , and we would like this computation of ti to reduce to the forwardbackward algorithm ( @@CITATION@@ ) .","BACKGROUND"
"E12-1068_19","We follow @@CITATION@@ , for compound merging .","USES"
"J92-1004_3","Semantic filters can also be used to prevent multiple versions of the same case frame ( @@CITATION@@ ) showing up as complements .","USES"
"W04-1805_4","The terms have been identified as the most specific to our corpus by a program developed by @@CITATION@@ and called TER1vloSTAT .","USES"
"J13-1008_36","For statistical significance , we use McNemar 's test on non-gold LAS , as implemented by Nilsson and @@CITATION@@ .","USES"
"P02-1001_24","The availability of toolkits for this weighted case ( @@CITATION@@ ; van Noord and Gerdemann , 2001 ) promises to unify much of statistical NLP .","BACKGROUND"
"J00-4002_5","tionally reconstructed by @@CITATION@@ and Crouch and Putman ( 1994 ) , the context-independent meaning of a sentence is given by one or more QLFs that are built directly from syntactic and semantic rules .","COMPARES_CONTRASTS"
"K15-1002_3","We use a standard split of 268 training documents , 68 development documents , and 106 testing documents ( Culotta et al. , 2007 ; @@CITATION@@ ) .","USES"
"E12-1068_2","@@CITATION@@ improved on this by marking prepositions with the case they mark ( one of the most important markups in our system ) .","COMPARES_CONTRASTS"
"J00-2014_2","But typical OT grammars offer much richer finite-state models of left context ( @@CITATION@@a ) than provided by the traditional HMM finite-state topologies .","BACKGROUND"
"W03-0806_27","Other tools have been designed around particular techniques , such as finite state machines ( Karttunen et al. , 1997 ; @@CITATION@@ ) .","BACKGROUND"
"W10-4005_20","This contrasts with the findings described in @@CITATION@@ where significant improvements could be achieved by increasing the number of source languages .","COMPARES_CONTRASTS"
"J06-2002_43","The function selects the Value that removes most distractors , but in case of a tie , the least specific contestant is chosen , as long as it is not less specific than the basic-level Value ( i.e. , the most commonly occurring and psychologically most fundamental level , @@CITATION@@ ) .","BACKGROUND"
"W06-1104_2","@@CITATION@@ pointed out that distribution plots of judgments for the word pairs used by Rubenstein and Goodenough display an empty horizontal band that could be used to separate related and unrelated pairs .","COMPARES_CONTRASTS"
"J00-2001_47","In fact , Reiter has even argued in favor of this approach , claiming that the interactions are sufficiently minor to be ignored ( or at least handled on an ad hoc basis ) ( @@CITATION@@ ) .","BACKGROUND"
"D11-1138_16","The method is called targeted self-training as it is similar in vein to self-training ( @@CITATION@@ ) , with the exception that the new parse data is targeted to produce accurate word reorderings .","COMPARES_CONTRASTS"
"D10-1074_29","In our previous work ( @@CITATION@@ ) , we started an initial investigation on conversation entailment .","EXTENDS"
"P13-3018_0","@@CITATION@@ tried to construct a semantic analysis based on `` prepared '' and `` unprepared mind '' .","BACKGROUND"
"A00-1019_5","It is also possible to focus on non-compositional compounds , a key point in bilingual applications ( @@CITATION@@ ; Melamed , 1997 ; Lin , 99 ) .","BACKGROUND"
"W04-1610_0","This is mainly due to the fact that Arabic is a non-concatenative language ( @@CITATION@@ ) , and that the stem/infix obtained by suppression of infix and prefix add-ons is not the same for words derived from the same origin called the root .","BACKGROUND"
"J07-1005_47","ear regression adapted for classification ( @@CITATION@@ ) , which can be described by the following equation :","USES"
"P02-1001_30","For example , the forward-backward algorithm ( Baum , 1972 ) trains only Hidden Markov Models , while ( @@CITATION@@ ) trains only stochastic edit distance .","BACKGROUND"
"N01-1010_30","Using the tree-cut technique described above , our previous work ( @@CITATION@@ ) extracted systematic polysemy from WordNet .","EXTENDS"
"D12-1037_14","( Och and Ney , 2002 ; Blunsom et al. , 2008 ) used maximum likelihood estimation to learn weights for MT. ( Och , 2003 ; Moore and Quirk , 2008 ; Zhao and Chen , 2009 ; @@CITATION@@ ) employed an evaluation metric as a loss function and directly optimized it .","COMPARES_CONTRASTS"
"J09-4010_0","5 Significant bigrams are obtained using the n-gram statistics package NSP ( @@CITATION@@ ) , which offers statistical tests to decide whether to accept or reject the null hypothesis regarding a bigram ( that it is not a collocation ) .","USES"
"N10-1084_18","Liu et al. ( 2005 ) , Meral et al. ( 2007 ) , Murphy ( 2001 ) , @@CITATION@@ and Topkara et al. ( 2006a ) all belong to the syntactic transformation category .","BACKGROUND"
"D09-1056_16","2The WePS-1 corpus includes data from the Web03 testbed ( @@CITATION@@ ) which follows similar annotation guidelines , although the number of document per ambiguous name is more variable .","USES"
"D12-1037_3","The local training method ( @@CITATION@@ ) is widely employed in computer vision ( Zhang et al. , 2006 ; Cheng et al. , 2010 ) .","BACKGROUND"
"W03-0806_14","Recent work ( Banko and Brill , 2001 ; @@CITATION@@ ) has suggested that some tasks will benefit from using significantly more data .","BACKGROUND"
"W01-0706_0","Rather than producing a complete analysis of sentences , the alternative is to perform only partial analysis of the syntactic structures in a text ( Harris , 1957 ; @@CITATION@@ ; Greffenstette , 1993 ) .","BACKGROUND"
"J07-1005_38","The feasibility of automatically identifying outcome statements in secondary sources has been demonstrated by @@CITATION@@ .","COMPARES_CONTRASTS"
"J10-3007_31","The standard approach is to train two models independently and then intersect their predictions ( @@CITATION@@ ) .","COMPARES_CONTRASTS"
"D13-1115_6","We use the same method as @@CITATION@@ for generating our multimodal corpora : for each word token in the text corpus , a feature is selected stochastically from the word 's feature distribution , creating a word-feature pair .","USES"
"D08-1007_46","MI was also recently used for inference-rule SPs by @@CITATION@@ .","BACKGROUND"
"D08-1066_37","Based on this advise ( Moore and @@CITATION@@ ) exclude the latent segmentation variables and opt for a heuristic training procedure .","COMPARES_CONTRASTS"
"W03-0806_25","For example , 10 million words of the American National Corpus ( Ide et al. , 2002 ) will have manually corrected POS tags , a tenfold increase over the Penn Treebank ( @@CITATION@@ ) , currently used for training POS taggers .","BACKGROUND"
"P02-1001_14","The forward and backward probabilities , p0j and pkn , can be computed using single-source algebraic path for the simpler semiring ( R , + , x , â ) -- or equivalently , by solving a sparse linear system of equations over R , a much-studied problem at O ( n ) space , O ( nm ) time , and faster approximations ( @@CITATION@@ ) .","BACKGROUND"
"P02-1001_2","4To prove ( 1 ) â ( 3 ) , express f as an FST and apply the well-known Kleene-Sch Â¨ utzenberger construction ( @@CITATION@@ ) , taking care to write each regexp in the construction as a constant times a probabilistic regexp .","USES"
"J07-1005_0","Second , software for utilizing this ontology already exists : MetaMap ( @@CITATION@@ ) identifies concepts in free text , and SemRep ( Rindflesch and Fiszman 2003 ) extracts relations between the concepts .","BACKGROUND"
"W14-1815_4","Our work is more similar to NLG work that concentrates on structural constraints such as generative poetry ( @@CITATION@@ ) ( Colton et al. , 2012 ) ( Jiang and Zhou , 2008 ) or song lyrics ( Wu et al. , 2013 ) ( Ramakrishnan A et al. , 2009 ) , where specified meter or rhyme schemes are enforced .","COMPARES_CONTRASTS"
"E03-1005_25","Most DOP models , such as in Bod ( 1993 ) , Goodman ( 1996 ) , @@CITATION@@ , Sima'an ( 2000 ) and Collins & Duffy ( 2002 ) , use a likelihood criterion in defining the best parse tree : they take ( some notion of ) the most likely ( i.e. most probable ) tree as a candidate for the best tree of a sentence .","BACKGROUND"
"J02-3002_27","The best performance on the WSJ corpus was achieved by a combination of the SATZ system ( @@CITATION@@ ) with the Alembic system ( Aberdeen et al. 1995 ) : a 0.5 % error rate .","COMPARES_CONTRASTS"
"J05-3003_4","The extracted frames are noisy as a result of parser errors and so are filtered using the binomial hypothesis theory ( BHT ) , following @@CITATION@@ .","BACKGROUND"
"A00-1019_4","This method allows the efficient retrieval of arbitrary length n-grams ( Nagao and Mori , 94 ; Haruno et al. , 96 ; Ikehaxa et al. , 96 ; @@CITATION@@ ; Russell , 1998 ) .","BACKGROUND"
"J86-1002_21","The current system learns finite state flowcharts whereas typical learning systems usually acquire coefficient values as in Minsky and Papert ( 1969 ) , assertional statements as in @@CITATION@@ , or semantic nets as in Winston ( 1975 ) .","COMPARES_CONTRASTS"
"D10-1002_36","Our most accurate product model achieves an F score of 92.5 without the use of discriminative reranking and comes close to the best known numbers on this test set ( @@CITATION@@ ) .","COMPARES_CONTRASTS"
"J87-3002_37","To demonstrate that this is possible we have implemented a system which constructs dictionary entries for the PATR-II system ( @@CITATION@@ and references therein ) .","USES"
"W01-1510_0","Other works ( Kasper et al. , 1995 ; @@CITATION@@ ) convert HPSG grammars into LTAG grammars .","COMPARES_CONTRASTS"
"J07-1005_23","The work of @@CITATION@@ demonstrates that faceted queries can be converted into simple filtering constraints to boost precision .","BACKGROUND"
"P02-1001_32","Efficient hardware implementation is also possible via chip-level parallelism ( @@CITATION@@ ) .","FUTURE"
"P97-1063_47","2We could just as easily use other symmetric `` association '' measures , such as 02 ( Gale & Church , 1991 ) or the Dice coefficient ( @@CITATION@@ ) .","COMPARES_CONTRASTS"
"J06-2002_29","@@CITATION@@ have argued that Dale and Reiter 's ( 1995 ) dichotomy between salient and nonsalient objects ( where the objects in the domain are the salient ones ) should be replaced by an account that takes degrees of salience into account : No object can be too unsalient to be referred to , as long as the right properties are available .","BACKGROUND"
"J86-1002_5","The acquisition of dialogue as implemented in VNLCE is reminiscent of the program synthesis methodology developed by @@CITATION@@ where program flowcharts were constructed from traces of their behaviors .","COMPARES_CONTRASTS"
"W05-0709_4","Character classes , such as punctuation , are defined according to the Unicode Standard ( @@CITATION@@ ) .","USES"
"W01-0706_16","Rather than producing a complete analysis of sentences , the alternative is to perform only partial analysis of the syntactic structures in a text ( Harris , 1957 ; Abney , 1991 ; @@CITATION@@ ) .","BACKGROUND"
"J91-2003_10","Finally , it has been shown by Groesser ( 1981 ) that the ratio of derived to explicit information necessary for understanding a piece of text is about 8:1 ; furthermore , our reading of the analysis of five paragraphs by @@CITATION@@ strongly suggests that only the most direct or obvious inferences are being made in the process of building a model or constructing a theory of a paragraph .","MOTIVATION"
"W06-3813_15","In other methods , lexical resources are specifically tailored to meet the requirements of the domain ( Rosario and Hearst , 2001 ) or the system ( @@CITATION@@ ) .","BACKGROUND"
"J86-1002_25","The exact form of M ( Si ) need not be discussed at this point ; it could be a conceptual dependence graph ( @@CITATION@@ ) , a deep parse of Si , or some other representation .","BACKGROUND"
"D12-1037_42","Some methods are based on likelihood ( Och and Ney , 2002 ; Blunsom et al. , 2008 ) , error rate ( Och , 2003 ; @@CITATION@@ ; Pauls et al. , 2009 ; Galley and Quirk , 2011 ) , margin ( Watanabe et al. , 2007 ; Chiang et al. , 2008 ) and ranking ( Hopkins and May , 2011 ) , and among which minimum error rate training ( MERT ) ( Och , 2003 ) is the most popular one .","BACKGROUND"
"W04-0910_0","Similarly , ( @@CITATION@@ ) and ( Shinyanma et al. , 2002 ) learn sentence level paraphrase templates from a corpus of news articles stemming from different news source .","BACKGROUND"
"W06-1104_9","This setup is also scalable to a higher number of word pairs ( 350 ) as was shown in @@CITATION@@ .","BACKGROUND"
"W04-1805_6","More recent work on terminology structuring has focussed on formal similarity to develop hypotheses on the semantic relationships between terms : Daille ( 2003 ) uses derivational morphology ; @@CITATION@@ use , as a starting point , a number of identical characters .","BACKGROUND"
"P10-2059_1","Louwerse et al. ( 2006 ) and Louwerse et al. ( 2007 ) study the relation between eye gaze , facial expression , pauses and dialogue structure in annotated English map-task dialogues ( @@CITATION@@ ) and find correlations between the various modalities both within and across speakers .","BACKGROUND"
"J04-3001_0","Some examples include text categorization ( Lewis and Catlett 1994 ) , base noun phrase chunking ( Ngai and Yarowsky 2000 ) , part-of-speech tagging ( Engelson Dagan 1996 ) , spelling confusion set disambiguation ( @@CITATION@@ ) , and word sense disambiguation ( Fujii et al. 1998 ) .","BACKGROUND"
"J00-3003_20","It is known that certain cue words and phrases ( @@CITATION@@ ) can serve as explicit indicators of discourse structure .","MOTIVATION"
"J91-2003_4","The last point may be seen better if we look at some differences between our system and KRYPTON , which also distinguishes between an object theory and background knowledge ( cfXXX @@CITATION@@ ) .","COMPARES_CONTRASTS"
"J87-3002_0","One approach to this problem is that taken by the ASCOT project ( @@CITATION@@ ; Akkerman , 1986 ) .","BACKGROUND"
"D11-1138_0","Though we could have used a further downstream measure like BLEU , METEOR has also been shown to directly correlate with translation quality ( @@CITATION@@ ) and is simpler to measure .","MOTIVATION"
"J13-1008_40","For all experiments reported in this section we used the syntactic dependency parser MaltParser v1 .3 ( Nivre 2003 , 2008 ; KÃ¼bler , McDonald , and @@CITATION@@ ) , a transition-based parser with an input buffer and a stack , which uses SVM classifiers","USES"
"J13-1008_4","We conducted experiments with gold features to assess the potential of these features , and with predicted features , obtained from training a simple maximum likelihood estimation classifier on this resource ( @@CITATION@@ ) .19 The first part of Table 8 shows that the RAT ( rationality ) feature is very relevant ( in gold ) , but suffers from low accuracy ( no gains in machine-predicted input ) .","USES"
"N13-1036_30","In our previous work ( @@CITATION@@ ; Salloum and Habash , 2012 ) , we applied our approach to tokenized Arabic and our DA-MSA transfer component used feature transfer rules only .","COMPARES_CONTRASTS"
"W03-0806_23","It has already been used to implement a framework for teaching NLP ( @@CITATION@@ ) .","EXTENDS"
"Q13-1020_23","Due to their remarkable ability to incorporate context structure information and long distance reordering into the translation process , tree-based translation models have shown promising progress in improving translation quality ( Liu et al. , 2006 , 2009 ; Quirk et al. , 2005 ; Galley et al. , 2004 , 2006 ; @@CITATION@@ ; Shen et al. , 2008 ; Zhang et al. , 2011b ) .","BACKGROUND"
"N10-1084_19","Liu et al. ( 2005 ) , Meral et al. ( 2007 ) , @@CITATION@@ , Murphy and Vogel ( 2007 ) and Topkara et al. ( 2006a ) all belong to the syntactic transformation category .","BACKGROUND"
"J91-2003_50","Similarly , the notion of R + M-abduction is spiritually related to the `` abductive inference '' of @@CITATION@@ , the `` diagnosis from first principles '' of Reiter ( 1987 ) , `` explainability '' of Poole ( 1988 ) , and the subset principle of Berwick ( 1986 ) .","COMPARES_CONTRASTS"
"W06-2807_19","On the other side , wikis started as collective works where each entry is not owned by a single author e.g. @@CITATION@@ .","BACKGROUND"
"J13-1008_30","To address this inconsistency in the correspondence between inflectional features and morphemes , and inspired by SmrÅ¾ ( 2007 ) , we distinguish between two types of inflectional features : formbased ( a.k.a. surface , or illusory ) features and functional features .6 Most available Arabic NLP tools and resources model morphology using formbased ( `` surface '' ) inflectional features , and do not mark rationality ; this includes the Penn Arabic Treebank ( PATB ) ( @@CITATION@@ ) , the Buckwalter morphological analyzer ( Buckwalter 2004 ) , and tools using them such as the Morphological Analysis and Disambiguation for Arabic ( MADA ) toolkit ( Habash and Rambow 2005 ; Habash , Rambow , and Roth 2012 ) .","COMPARES_CONTRASTS"
"D08-1034_3","@@CITATION@@ has built a semantic role classifier exploiting the interdependence of semantic roles .","USES"
"W06-1639_39","Others have applied the NLP technologies of near-duplicate detection and topic-based text categorization to politically oriented text ( Yang and Callan , 2005 ; @@CITATION@@ ) .","BACKGROUND"
"D08-1004_7","8 It is based on the dataset of @@CITATION@@ ,9 which consists of 1000 positive and 1000 negative movie reviews , tokenized and divided into 10 folds ( F0 -- F9 ) .","EXTENDS"
"J90-3003_2","In previous work ( @@CITATION@@ ) , we described an experimental text-to-speech system that determined prosodic phrasing for the Olive -- Liberman synthesizer ( Olive and Liberman 1985 ) .","EXTENDS"
"P05-3005_4","The UMLS -- the Unified Medical Language System ( UMLS ) has been developed and maintained by National Library of Medicine ( NLM ) @@CITATION@@ .","BACKGROUND"
"N01-1006_2","The data used in the experiment was selected from the Penn Treebank Wall Street Journal , and is the same used by @@CITATION@@ .","USES"
"J97-4003_31","As shown in @@CITATION@@ this is a well-motivated convention since it avoids splitting up lexical rules to transfer the specifications that must be preserved for different lexical entries .","MOTIVATION"
"J91-2003_57","The reader may consult recent papers on this subject ( e.g. Moens and Steedman 1987 ; @@CITATION@@ ) to see what a formal interpretation of events in time might look like .","BACKGROUND"
"E99-1022_1","Proceedings of EACL '99 example , the ALE parser ( @@CITATION@@ ) presupposes a phrase structure backbone which can be used to determine whether a constraint is to be interpreted bottom-up or topdown .","BACKGROUND"
"P07-1068_24","Following Soon et al. ( 2001 ) , we represent use the ACE training data for acquiring our SC clasSCA as a binary value that indicates whether the insifier ; instead , we use the BBN Entity Type Corpus duced SCs of the two NPs involved are the same or ( @@CITATION@@ ) , which consists of not .","USES"
"W14-1609_33","Following @@CITATION@@ , we also compare the performance of our system with a system using features based on the Brown clusters of the word types in a document .","USES"
"J00-3001_1","@@CITATION@@ use mutual information to identify collocations , a method they claim is reasonably effective for words with a frequency of not less than five .","BACKGROUND"
"A00-1018_8","We do this with a first-order HMM part-ofspeech tagger ( Merialdo @@CITATION@@ ) .","USES"
"J04-3001_12","Using the bottom-up , dynamic programming technique ( see the appendix for details ) of computing inside probabilities ( @@CITATION@@ ) , we can efficiently compute the probability of the sentence , P ( w | G ) .","USES"
"E99-1022_10","As shown in ( @@CITATION@@ ) â¢ The presented research was carried out at the University of Tubingen , Germany , as part of the Sonderforschungsbereich 340 .","BACKGROUND"
"J91-2003_22","According to @@CITATION@@ , paragraphs are made up of segments , which in turn are made up of sentences or clauses , which in turn are made up of phrases .","BACKGROUND"
"J91-2003_51","Similarly , the notion of R + M-abduction is spiritually related to the `` abductive inference '' of Reggia ( 1985 ) , the `` diagnosis from first principles '' of @@CITATION@@ , `` explainability '' of Poole ( 1988 ) , and the subset principle of Berwick ( 1986 ) .","COMPARES_CONTRASTS"
"D14-1083_12","This choice is motivated by an observation we made previously ( @@CITATION@@a ) : since each post in a sequence is a reply to the preceding post , we could exploit their dependencies by determining their stance labels together .3 As our sequence learner , we employ a maximum entropy Markov model ( MEMM ) ( McCallum et al. , 2000 ) .","EXTENDS"
"P97-1063_0","Over the past decade , researchers at IBM have developed a series of increasingly sophisticated statistical models for machine translation ( @@CITATION@@ ; Brown et al. , 1990 ; Brown et al. , 1993a ) .","BACKGROUND"
"J00-2005_4","This may be because pipelines have many engineering advantages , and in practice the sort of problems pointed out by Danlos and other pipeline critics do not seem to be a major problem in current applied NLG systems ( @@CITATION@@ ) .","BACKGROUND"
"N04-2004_9","This approach has its roots in Fillmore 's Case Grammar ( 1968 ) , and serves as the foundation for two current large-scale semantic annotation projects : FrameNet ( Baker et al. , 1998 ) and PropBank ( @@CITATION@@ ) .","BACKGROUND"
"J87-3002_35","Two exceptions to this generalisation are the Linguistic String Project ( @@CITATION@@ ) and the IBM CRITIQUE ( formerly EPISTLE ) Project ( Heidorn et al. , 1982 ; Byrd , 1983 ) ; the former employs a dictionary of approximately 10,000 words , most of which are specialist medical terms , the latter has well over 100,000 entries , gathered from machine readable sources .","COMPARES_CONTRASTS"
"W00-1017_5","They can also shift the dialogue 2The notion of the initiative in this paper is different from that of the dialogue initiative of @@CITATION@@ .","COMPARES_CONTRASTS"
"N10-1084_7","The Google n-gram data was collected by Google Research for statistical language modelling , and has been used for many tasks such as lexical disambiguation ( @@CITATION@@ ) , and contains English n-grams and their observed frequency counts , for counts of at least 40 .","BACKGROUND"
"D09-1056_12","Withindocument coreference resolution has been applied to produce summaries of text surrounding occurrences of the name ( Bagga and Baldwin , 1998 ; @@CITATION@@ ) .","BACKGROUND"
"W04-0910_5","To represent the semantics of predicative units , we use FrameNet inventory of frames and frame elements ( C.@@CITATION@@ ) .","USES"
"P13-3018_17","Similar observation for surface word frequency was also observed by ( Bertram et al. , 2000 ; Bradley , 1980 ; Burani et al. , 1987 ; Burani et al. , 1984 ; Schreuder et al. , 1997 ; Taft 1975 ; @@CITATION@@ ) where it has been claimed that words having low surface frequency tends to decompose .","BACKGROUND"
"P10-2059_21","These two sets of data were used for automatic dialogue act classification , which was run in the Weka system ( @@CITATION@@ ) .","USES"
"W00-1312_16","â¢ The transition probability a is 0.7 using the EM algorithm ( @@CITATION@@ ) on the TREC4 ad-hoc query set .","USES"
"P10-2059_20","@@CITATION@@ obtain promising results in dialogue act tagging of the Switchboard-DAMSL corpus using lexical , syntactic and prosodic cues , while Gravano and Hirschberg ( 2009 ) examine the relation between particular acoustic and prosodic turn-yielding cues and turn taking in a large corpus of task-oriented dialogues .","BACKGROUND"
"W04-1610_18","( @@CITATION@@ ) has found strong correlations between DF , IG and the X2 statistic for a term .","BACKGROUND"
"J09-4010_22","Despite this , to date , there has been little work on corpus-based approaches to help-desk response automation ( notable exceptions are Carmel , Shtalhaim , and Soffer 2000 ; @@CITATION@@ ; Bickel and Scheffer 2004 ; Malik , Subramaniam , and Kaushik 2007 ) .","BACKGROUND"
"P00-1012_14","To quantify the relative strengths of these transitive inferences , @@CITATION@@ propose to assign a weight to each link .","BACKGROUND"
"P07-1068_13","While these approaches have been reasonably successful ( see @@CITATION@@ ) , Kehler et al. ( 2004 ) speculate that deeper linguistic knowledge needs to be made available to resolvers in order to reach the next level of performance .","BACKGROUND"
"J87-3002_39","Lisp is not particularly well suited for interfacing to complex , structured objects , and it was not our intention to embark on a major effort involving the development of a formal model of a dictionary ( of the style described in , eg. , @@CITATION@@ ) ; on the other hand a method of access was clearly required , which was flexible enough to support a range of applications intending to make use of the LDOCE tape .","BACKGROUND"
"D12-1037_5","We train a 4-gram language model on the Xinhua portion of the English Gigaword corpus using the SRILM Toolkits ( Stolcke , 2002 ) with modified Kneser-Ney smoothing ( @@CITATION@@ ) .","USES"
"J03-3004_16","â¢ Learnability ( Zernik and Dyer 1987 ) â¢ Text generation ( @@CITATION@@ ; Milosavljevic , Tulloch , and Dale 1996 ) â¢ Speech generation ( Rayner and Carter 1997 ) â¢ Localization ( Sch Â¨ aler 1996 )","BACKGROUND"
"A00-1020_6","Details of the top performing heuristics of COCKTAIL were reported in ( @@CITATION@@ ) .","BACKGROUND"
"J92-1004_0","Representative systems are described in @@CITATION@@ , De Mattia and Giachin ( 1989 ) , Niedermair ( 1989 ) , Niemann ( 1990 ) , and Young ( 1989 ) .","BACKGROUND"
"J87-3002_24","In addition , @@CITATION@@ note that our Object Raising rule would assign mean to this category incorrectly .","COMPARES_CONTRASTS"
"N13-1036_21","The parallel corpus is word-aligned using GIZA + + ( @@CITATION@@ ) .","USES"
"P07-1068_2","tions for the remaining 20 % of the instances ; and ( 3 ) train an SVM classifier ( using the LIBSVM package ( @@CITATION@@ ) ) on these 20 % of the instances , where each instance , i , is represented by a set of 31 binary features .","USES"
"J04-3001_19","Our algorithm is similar to the approach taken by @@CITATION@@ for inducing PCFG parsers .","COMPARES_CONTRASTS"
"W06-1639_29","Recently , several alternative , often quite sophisticated approaches to collective classification have been proposed ( Neville and Jensen , 2000 ; Lafferty et al. , 2001 ; Getoor et al. , 2002 ; Taskar et al. , 2002 ; Taskar et al. , 2003 ; Taskar et al. , 2004 ; @@CITATION@@ ) .","BACKGROUND"
"W06-1104_26","This experiment was again replicated by @@CITATION@@ with 10 subjects .","BACKGROUND"
"J06-2002_13","Children use vague adjectives among their first dozens of words ( Peccei 1994 ) and understand some of their intricacies as early as their 24th month ( @@CITATION@@ ) .","BACKGROUND"
"E12-1068_9","Other approaches use less deep linguistic resources ( e.g. , POS-tags Stymne ( 2008 ) ) or are ( almost ) knowledge-free ( e.g. , @@CITATION@@ ) .","COMPARES_CONTRASTS"
"D11-1138_27","This includes work on question answering ( Wang et al. , 2007 ) , sentiment analysis ( Nakagawa et al. , 2010 ) , MT reordering ( @@CITATION@@ ) , and many other tasks .","BACKGROUND"
"P07-1068_1","( 4 ) NE : We use BBN 's IdentiFinder ( @@CITATION@@ ) , a MUC-style NE recognizer to determine the NE type of NPZ .","USES"
"D08-1034_23","@@CITATION@@ has made the first attempt working on the single semantic role level to make further improvement .","COMPARES_CONTRASTS"
